,Text
1514,"['In', 'The', 'Court', 'Of', 'Ms.', 'Vineeta', 'Goyal,', 'Additional', 'District', 'Judge', '\xad', '01,', 'Patiala', 'House', 'Courts,', 'New', 'Delhi', 'District,', 'New', 'Delhi', 'Rca', 'No.', '39/13', 'Unique', 'Id', 'no.', '02403C0116362013', 'Dr.', 'A.S.', 'Beniwal', 'C/o', 'Beniwal', 'Clinic', 'Rz\xad35/F,', 'Dada', 'Chhatariwala', 'Marg,', 'New', 'Delhi\xad110045.', '.........', 'Appellant', 'Versus', 'Family', 'Planning', 'Assn.', 'Of', 'India', 'Through', ""it's"", 'National', 'President,', 'Bajaj', 'Bhawan,', 'Nariman', 'Point,', 'Mumbai\xad40021.', 'Also', 'at', 'Fpai', 'Bhawan,', 'Sector', 'Iv,', 'R.K.', 'Puram,', 'New', 'Delhi\xad110022', '.......Respondent', 'Petition', 'presented', 'On', ':', '30.07.2013', 'Arguments', 'Heard', 'On', ':', '27.10.2014', 'Judgment', 'Pronounced', 'On', ':', '05.11.2014', 'Appearance', ':', 'Sh.', 'Ajay', 'Chaudhary,', 'counsel', 'for', 'the', 'Appellant.', 'Sh.', 'Asit', 'Tiwari,', 'counsel', 'for', 'the', 'Respondent.', 'Judgment']"
1515,"['Petitioner:', 'The', 'State', 'Of', 'Bombay', 'And', 'Another', 'Vs.', 'Respondent:', 'F.N.', 'Balsara', 'Date', 'Of', 'Judgment']"
1516,"['-:1:-', 'In', 'The', 'Court', 'Of', 'Ms.', 'Manu', 'Vedwan,', 'Ld.', 'Metropolitan', 'Magistrate', ':', 'Special', 'Court', '-', '05', '(Ni', 'Act)', ':', 'Dwarka', ':', 'Delhi', 'Seniors', 'Builders', 'Ltd', 'Vs.', 'Shourya', 'Towers', 'Pvt', 'Ltd', '&', 'another', 'Complaint', 'Case', 'No.', '97/14', 'P.S.', ':', 'R.', 'K.', 'Puram', 'U/s.', ':', '138', 'N.I.Act', 'J', 'U', 'D', 'G', 'M', 'E', 'N', 'T']"
1517,"['1', 'Reportable', 'In', 'The', 'Supreme', 'Court', 'Of', 'India', 'Civil', 'Appellate', 'Jurisdiction', 'Civil', 'Appeal', 'No.', '5733', 'Of', '2008', '(Arising', 'out', 'of', 'Slp', '[C]', 'No.12056', 'of', '2007)', 'National', 'Insurance', 'Co.', 'Ltd.', '...', 'Appellant', 'Vs.', 'M/s.', 'Boghara', 'Polyfab', 'Pvt.', 'Ltd.', '...', 'Respondents', 'Judgment']"
1518,"['In', 'The', 'Court', 'Of', 'Shri', 'Ravinder', 'Singh\xadIi', 'Metropolitan', 'Magistrate', 'Dwarka', 'Courts,', 'New', 'Delhi', 'Case', 'No.', ':', '5051/14', 'Unique', 'Case', 'Id', 'No.', ':', '02405R0107502011', 'Om', 'Parkash', 'Bhardwaj', 'S/o', 'Sh.', 'Daya', 'Kishan', 'R/o', 'Wz\xad199E,', 'Raj', 'Nagar,', 'Part\xadII,', 'Near', 'Gupta', 'Hardware,', 'Palam', 'Colony,', 'New', 'Delhi\xad110045.', '.................................................Complainant', 'Versus', 'Geeta', 'Rani', 'W/o', 'Sh.', 'Ashok', 'Kumar', 'R/o', 'Rz\xad239D\xad208A,', 'Old', 'Gurdwara', 'Dda', 'Park', 'Road,', 'Raj', 'Nagar', 'Part\xadII,', 'Palam', 'Colony,', 'NewDelhi\xad110045.', 'Also', 'at:', 'Geeta', 'Rani', 'W/o', 'Ct.', 'Ashok', 'Kumar', 'Belt', 'No.', '3382/Dap,', 'Pis', 'No.', '28031624,', 'First', 'Batallian,', 'Dcp', 'Recruitment', 'Cell,', 'New', 'Police', 'Line,', 'Kingsway', 'Camp,', 'Delhi.', 'Also', 'at:', 'C/o', 'Sh.', 'Ramesh', 'S/o', 'Sh.', 'Tek', 'Chand', 'Village', 'Chhoti', 'Goond', '(Khark', 'Boon),', 'Teshsil', '&', 'Distt.', 'Bhiwani,', 'Haryana.', 'Also', 'at:', 'C/o', 'Sh.', 'Anil', 'Singh', 'Namberdar', 'S/o', 'Sh.', 'Viza', 'Singh', 'Village', 'Kanti,', 'Teshsil', 'Narnaul,', 'Distt.', 'Mahendergarh,', 'Haryana........................................Accused', 'Date', 'of', 'Institution:', '23.02.2011', 'Plea', 'of', 'the', 'accused:', 'Pleaded', 'Not', 'Guilty', 'Date', 'of', 'Reserving', 'Judgment:', '19/07/2014', 'Sentence', 'or', 'final', 'Order:', 'Convicted', 'Date', 'of', 'Judgment:', '23/08/2014', 'Cc', 'No.', '5051/14', 'Om', 'Parkash', 'Bhardwaj', 'Vs.', 'Geeta', 'Rani', 'Page', 'No.', '13/13', 'Judgment']"
1519,"['Before', 'The', 'Madurai', 'Bench', 'Of', 'Madras', 'High', 'Court', 'Dated:', '20/07/2011', 'Coram', 'The', 'Honourable', 'Mr.', 'Justice', 'Vinod', 'K.', 'Sharma', 'Writ', 'Petition(MD)No.5859', 'of', '2008', 'and', 'M.P.(MD)No.1', 'of', '2009', 'M/s.', 'Vicnivaas', 'Agency,', '289-D,', 'Sivanthakulam', 'Road,', 'Tuticorin', '-', '628', '003,', 'Represented', 'by', 'its', 'Partner', 'Shri.', 'T.P.S.Ponkumaran', '......', 'Petitioner', 'Vs', '1.', 'Shri', 'N.', 'K.', 'Raghupathi', 'I.A.S.,', 'Now', 'working', 'as', 'Additional', 'Secretary', '&', 'Financial', 'Adviser,', 'Department', 'of', 'Consumer', 'Affairs,', 'Food', '&', 'Public', 'Distribution,', 'Krishi', 'Bhawan,', 'New', 'Delhi', '-', '110', '001', 'Residing', 'at', 'C-Ii/80,', 'Bapa', 'Nagar,', 'New', 'Delhi', '-', '110', '001.', '2.', 'The', 'Union', 'of', 'India,', 'Represented', 'by', 'its', 'Secretary', 'to', 'the', 'Government,', 'Department', 'of', 'Shipping', '(Ports', 'Wing),', 'Ministry', 'of', 'Shipping,', 'Road', 'Transport', 'and', 'Highways,', 'Parivahan', 'Bhawan,', '1,', 'Parliament', 'Street,', 'New', 'Delhi', '-', '110', '001.', '3.', 'V', 'O', 'C', 'Port', 'Trust,', 'formerly', 'Tuticorin', 'Port', 'Trust,', 'represented', 'by', 'its', 'Chairman,', 'Tuticorin.', '......', 'Respondents', 'Writ', 'Petition', 'filed', 'under', 'Article', '226', 'of', 'the', 'Constitution', 'of', 'India', 'praying', 'for', 'issuance', 'of', 'a', 'Writ', 'of', 'Declaration,', '(a)', 'declaring', 'that', 'the', 'actions', 'of', 'the', 'first', 'respondent', 'caused', 'against', 'the', 'petitioner', 'viz.,', 'demolishing', 'their', 'property', 'and', 'suspension', 'of', 'stevedoring', 'license', 'are', 'unlawful,', 'ultra', 'vires,', 'mala', 'fide,', 'arbitrary,', 'unreasonable,', 'unjust,', 'perverse', 'and', 'vindictive,', 'and', 'therefore', 'violative', 'of', 'Articles', '14,', '19,', '21', 'and', 'unconstitutional;', '(b)', 'declaring', 'that', 'the', 'actions', 'of', 'the', 'first', 'respondent', 'caused', 'against', 'the', 'petitioner', 'are', 'in', 'contravention', 'to', 'the', 'All', 'India', 'Service', '(Conduct)', 'Rules', '1968;', '(c)', 'directing', 'the', 'first', 'respondent', 'to', 'pay', 'Rs.3', 'crores', 'with', 'interest', 'from', 'this', 'date', 'to', 'the', 'petitioner', 'firm', 'for', 'causing', 'monetary', 'loss,', 'harassment,', 'mental', 'agony,', 'and', 'hardship;', '(d)', 'directing', 'the', 'second', 'respondent', 'to', 'take', 'appropriate', 'steps', 'with', 'the', 'concerned', 'Government', 'Departments', 'for', 'payment', 'of', 'the', 'above', 'amount', 'to', 'the', 'petitioner', 'from', 'the', 'first', ""respondent's"", 'account', 'committing', 'misuse', 'of', 'office', 'and', 'abuse', 'of', 'power', 'and', 'for', 'infringing', 'the', 'fundamental', 'rights', 'of', 'the', 'petitioner.', '!For', 'Petitioner', '...', 'Mr.', 'N.', 'Dilip', 'Kumar', '^For', 'Respondents...', 'Mr.', 'V.', 'T.', 'Gopalan', 'Senior', 'Counsel', 'for', 'Mr.', 'R.', 'Sathish', 'Kumar', 'for', 'R-1', 'Mr.', 'K.', 'K.', 'Senthilvelan', 'for', 'R-2', 'Assistant', 'Solicitor', 'General', 'of', 'India', 'Mr.', 'S.', 'Yashwanth', 'for', 'R-3', '-', '-', '-', '-', '-', '-', '-', '-', ':Order']"
1520,"['In', 'The', 'High', 'Court', 'Of', 'Kerala', 'At', 'Ernakulam', 'WP(C).No.', '1016', 'of', '2010(B)', '1.', 'Mary', 'Ulahannan,', 'Proprietor,', '...', 'Petitioner', 'Vs', '1.', 'Union', 'Of', 'India,', '...', 'Respondent', '2.', 'State', 'Of', 'Kerala,', '3.', 'Hindustan', 'Petroleum', 'Corporation', 'Ltd.,', '4.', 'Indian', 'Oil', 'Corporation', 'Ltd.,', '5.', 'Bharath', 'Petroleum', 'Corporation', 'Ltd.,', '6.', 'District', 'Collector,', 'Ernakulam.', '7.', 'Tahsildar,', 'Muvattupuzha.', '8.', 'Executive', 'Engineer,', 'For', 'Petitioner', ':Sri.Alias', 'M.Cherian', 'For', 'Respondent', ':Sri.T.P.M.Ibrahim', 'Khan,Asst.S.G', 'Of', 'Indi', 'The', ""Hon'ble"", 'Mr.', 'Justice', 'P.R.Ramachandra', 'Menon', 'Dated', ':23/05/2011', 'O', 'R', 'D', 'E', 'R', '(Cr.)', 'P.R.', 'Ramachandra', 'Menon', 'J.', '~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'W.P', '(C)', 'Nos.', '1016,', '1017,', '1564,', '3349,', '3360,', '3371,', '5895,', '7362,', '25211,', '25590', '27176,', '27236,', '30337,', '30650,', '30651,', '33944,', '37417,', '38283', 'of', '2010,', '652,', '656,', '1254,', '2159,', '2427,', '3373,', '3471,', '4071,', '4863,', '5034,', '6257,', '7159,', '7197', 'of', '2011', '~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~', 'Dated,', 'this', 'the', '23rd', 'day', 'of', 'May,', '2011', 'Judgment']"
1521,"['Petitioner:', 'Pandurang', 'Dhoni', 'Chougule', 'Vs.', 'Respondent:', 'Maruti', 'Hari', 'Jadhav', 'Date', 'Of', 'Judgment']"
1522,"['1', 'In', 'The', 'Court', 'Of', 'Ms.', 'Barkha', 'Gupta', ':', 'Judge', ':', 'Mact', ':', '(North', 'West', 'District)', 'Delhi', 'Mact', 'No.', ':', '112/08', 'Unique', 'Id', 'No.', ':', '02404C0196292008', 'Amita', 'Sharma', 'w/o', 'Sh.', 'Sanjay', 'Sharma,', 'R/o', 'Wa\xad19/20,', 'Shakarpur,', 'Delhi\xad92.', '.....(Petitioner)', 'Versus', '1.', 'Sh.Virender', 'Singh', '...', '(he', 'was', 'the', 'driver', 'cum', 'owner', 'of', 'the', 'offending', 'vehicle/R1', 'who', 'had', 'expired', 'during', 'trial', 'and', 'following', 'persons', 'are', 'impleaded', 'as', 'his', 'LRs).', 'a)', 'Sumitra', 'W/o', 'Sh.', 'Ishwar', 'Singh', 'b)', 'Mrs.', 'Urmila', 'W/o', 'Late', 'Virender', 'Singh', 'c)', 'Ms.', 'Preeti', 'D/o', 'Late', 'Virender', 'Singh', 'd)', 'Ms.', 'Sushmita', 'D/o', 'Late', 'Virender', 'Singh', 'e)', 'Master', 'Tushant', 'S/o', 'Late', 'Virender', 'Singh', 'All', 'R/o', 'Village', 'Jakhoda,', 'Tehsil', 'Bahadurgarh,', 'Distt.', 'Jhajjar,', 'Haryana.', '(Respondent', 'Nos.', 'C', 'to', 'E', 'are', 'minors,', 'who', 'are', 'being', 'represented', 'by', 'their', 'mother', 'and', 'natural', 'guardian', 'Mrs.', 'Urmila)', '2.', 'The', 'Oriental', 'Insurance', 'Company', 'Ltd.', 'Regd.', 'Oriental', 'House,', 'Asaf', 'Ali', 'Road,', 'New', 'Delhi\xad110002.', '.......(Insurer/Respondent', 'No.2)', 'Mact', 'No.112/08', 'Amita', 'Sharma', 'v.', 'Sumitra', '1', 'of', '28', 'Other', 'details:\xad', 'Date', 'Of', 'Institution', ':', '30.01.2008', 'Date', 'Of', 'Reserving', 'Order', ':', '27.08.2014', 'Date', 'Of', 'Pronouncement', ':30.08.2014', 'Award/Judgment']"
1523,"['In', 'The', 'High', 'Court', 'Of', 'Judicature', 'For', 'Rajasthan', 'At', 'Jaipur', 'Bench', 'Jaipur', '1.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.2772/2012', 'Ambuja', 'Cements', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '2.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.2850/2007', 'Raj.Textile', 'Mills', 'Asso.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '3.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.5128/2007', 'M/s', 'Shree', 'Cement', 'Ltd.', 'V/s', 'State', 'of', 'Rajasthan', '&', 'ors.', '4.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.5270/2007', 'M/s', 'Dcm', 'Shriram', '.', 'V/s', 'State', 'of', 'Rajasthan', '&', 'ors.', 'Consolidated', 'Ltd.', 'Reportable', '5.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.5151/2008', 'M/s', 'Binani', 'Cement', 'Ltd.', 'V/s', 'Union', 'of', 'India', '&', 'ors.', '6.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.11285/2008', 'M/s', 'J.K.Lakshmi', 'Cement', 'V/s', 'Raj.Electricity', 'Regulatory', 'Ltd.', 'Commission', '7.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.11288/2008', 'M/s', 'Aditya', 'Cement', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '8.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.7616/2009', 'M/s', 'Manglam', 'Cement', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '9.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.7622/2009', 'M/s', 'Lucid', 'Colloids', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '10.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.9781/2009', 'M/s', 'Shriram', 'Rayons', 'Kota', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '11.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.9783/2009', 'Ambuja', 'Cements', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '12.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.10219/2009', 'Grasim', 'Industries', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '13.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.11072/2009', 'Hindustan', 'Copper', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '14.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.11073/2009', 'J.K.Tyre', '&', 'Industries', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '15.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.14510/2009', 'Chambal', 'Fertilisers', 'and', 'V/s', 'Raj.Electricity', 'Regulatory', 'Chemicals', 'Ltd.', 'Commission', '16.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.14575/2009', 'Grasim', 'Industries', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '17.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.4589/2011', 'The', 'Raj.Textile', 'Mills', 'Asso.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '18.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.6517/2011', 'M/s', 'J.K.Lakshmi', 'Cement', 'V/s', 'Raj.Electricity', 'Regulatory', 'Ltd.', 'Commission', '19.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.6518/2011', 'Hindustan', 'Cooper', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '20.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.6519/2011', 'Ultra', 'Tech', 'Cement', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '21.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.6520/2011', 'Chambal', 'Fertilisers', 'and', 'V/s', 'Raj.Electricity', 'Regulatory', 'Chemicals', 'Ltd.', 'Commission', '22.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.6521/2011', 'M/s', 'Lucid', 'Colloids', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '23.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.6877/2011', 'J.K.Tyre', '&', 'Industries', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '24.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.7343/2011', 'Ultratech', 'Cement', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '25.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.7344/2011', 'Ultra', 'Tech', 'Cement', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '26.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.10911/2011', 'M/s', 'Hindustan', 'Zinc', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '27.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.10912/2011', 'M/s', 'Shriram', 'Rayons', 'Kota', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', '28.', 'D.B.', 'Civil', 'Writ', 'Petition', 'No.10913/2011', 'M/s', 'Manglam', 'Cement', 'Ltd.', 'V/s', 'Raj.Electricity', 'Regulatory', 'Commission', 'Date', 'when', 'the', 'order', 'was', 'reserved', ':-', '21.8.2012', 'Date', 'of', 'pronouncement', 'of', 'order', ':-', '31.8.2012', 'Present', ""Hon'ble"", 'the', 'Chief', 'Justice', 'Mr.Arun', 'Mishra', ""Hon'ble"", 'Mr.Justice', 'Narendra', 'Kumar', 'Jain-I', 'Mr.P.N.Bhandari', ')', 'Mr.Kamlakar', 'Sharma,', 'Sr.Counsel', 'with', ')', 'Ms.Alankrita', 'Sharma', ')', 'Mr.Sudhir', 'Gupta,Sr.Counsel', 'with', ')-for', 'the', 'petitioners.', 'Mr.Sachin', 'Mehta', ')', 'Mr.Virendra', 'Lodha,', 'Sr.Counsel', 'with', ')', 'Mr.Ankit', 'Jain', ')', 'Mr.Bipin', 'Gupta', ')', 'Mr.Pradeep', 'Kalwania', ')-for', 'the', 'respondents.', 'Order']"
1524,"['In', 'The', 'High', 'Court', 'Of', 'Kerala', 'At', 'Ernakulam', 'Crl', 'A', 'No.', '282', 'of', '1999()', '1.', 'Gemini', '...', 'Petitioner', 'Vs', '1.', 'Chandran', '...', 'Respondent', 'For', 'Petitioner', ':Sri.C.J.Joy', 'For', 'Respondent', ':Public', 'Prosecutor', 'The', ""Hon'ble"", 'Mrs.', 'Justice', 'K.Hema', 'Dated', ':14/07/2006', 'O', 'R', 'D', 'E', 'R', 'K.Hema,', 'J.', '--------------------------------------------------', 'Crl.', 'A.', 'No.', '282', 'Of', '1999-B', '--------------------------------------------------', 'Dated', 'this', 'the', '14th', 'day', 'of', 'July,', '2006', 'J', 'U', 'D', 'G', 'M', 'E', 'N', 'T']"
1525,"['Petitioner:', 'Workmen', 'Of', 'M/S', 'Hindustan', 'Lever', 'Ltd.', '&', 'Ors.', 'Vs.', 'Respondent:', 'Management', 'Of', 'M/S', 'Hindusian', 'Lever', 'Ltd.', 'Date', 'Of', 'Judgment']"
1526,"['In', 'The', 'High', 'Court', 'Of', 'Judicature', 'At', 'Patna', 'Civil', 'Writ', 'Jurisdiction', 'Case', 'No.7321', 'of', '2015', '===========================================================', 'Rakesh', 'Kumar', 'Sah', 'Son', 'of', 'Gajendra', 'Prasad', 'Sah,', 'resident', 'of', 'village-', 'Roshana', 'Bazar,', 'Post', 'Office', '+', 'Police', 'Station-', 'Pranpur,', 'District-', 'Katihar', '....', '....', 'Petitioner/s', 'Versus', '1.', 'The', 'Union', 'of', 'India', 'through', 'the', 'Secretary,', 'Department', 'of', 'Petroleum', '&', 'Natural', 'Gas,', 'Shastri', 'Bhawan,', 'New', 'Delhi', '2.', 'The', 'Secretary,', 'Department', 'of', 'Petroleum', '&', 'Natural', 'Gas,', 'Shastri', 'Bhawan,', 'New', 'Delhi', '3.', 'The', 'Indian', 'Oil', 'Corporation', 'Limited,', 'Corporate', 'Office,', 'lot', 'No.', '3079/3,', 'Sadia', 'Nagar,', 'J.B.', 'Tito', 'Marg,', 'New', 'Delhi-', '110049', 'through', 'its', 'Chairman', '4.', 'The', 'Chairman,', 'Indian', 'Oil', 'Corporation', 'Limited,', 'Corporate', 'Office,', 'lot', 'No.', '3079/3,', 'Sadia', 'Nagar,', 'J.B.', 'Tito', 'Marg,', 'New', 'Delhi-', '110049', '5.', 'The', 'Director', '(Marketing),', 'Indian', 'Oil', 'Corporation', 'Limited,', 'G-9,', 'Ali', 'Yavar', 'Jung', 'Marg,', 'Bandra', '(East),', 'Mumbai-', '400051', '6.', 'The', 'General', 'Manager,', 'Indian', 'Oil', 'Corporation', 'Limited', '(Marketing', 'Division),', 'Bihar', 'State', 'Office,', 'Loknayak', 'Jaiprakash', 'Bhawan', '(5th', 'Floor),', 'Dak', 'Bunglow', 'Chowk,', 'Patna-', '800001', '7.', 'The', 'Senior', 'Divisional', 'Sales', 'Manager,', 'Indian', 'Oil', 'Corporation', 'Limited,', '(Marketing', 'Division),', 'Begusarai', 'Divisional', 'Office,', 'P.O.', 'Barauni', 'Oil', 'Refinery,', 'District-', 'Begusarai', '(Bihar)', '851114', '8.', 'The', 'Manager', '(Refinery', 'Coordination)', 'Barauni', 'Marketing', 'Terminal,', 'Indian', 'Oil', 'Corporation', 'Limited', '(Marketing', 'Division),', 'Begusarai,', 'Bihar-', '854114', '9.', 'The', 'State', 'of', 'Bihar', 'through', 'the', 'District', 'Magistrate,', 'Katihar', '10.', 'The', 'District', 'Magistrate', 'Katihar', '11.', 'The', 'Deputy', 'Collector', 'Land', 'Reforms,', 'Katihar', '12.', 'The', 'Circle', 'Officer,', 'Pranpur,', 'District-', 'Katihar', '13.', 'Sri', 'Satish', 'Prasad,', 'son', 'of', 'not', 'known', 'the', 'then', 'Circle', 'Officer,', 'Pranpur,', 'District-', 'Katihar', '14.', 'Sri', 'Binod', 'Kumar', 'Gupta,', 'son', 'of', 'Rameshwar', 'Lal', 'Gupta,', 'of', 'Village-', 'Mahadeopur,', 'P.O.-', 'Mahadeopur,', 'P.S.-', 'Pranpur,', 'District-', 'Katihar', '15.', 'Sri', 'Jeewan', 'Lal', 'Agarwal,', 'Son', 'of', 'Biseshwar', 'Lal', 'Agrawal,', 'resident', 'of', 'village-', 'Mahadeopur,', 'P.O.', 'Mahadeopur,', 'P.S.-', 'Pranpur,', 'District-', 'Katihar', '....', '....', 'Respondent/s', 'with', '===========================================================', 'Civil', 'Writ', 'Jurisdiction', 'Case', 'No.', '9456', 'of', '2015', '===========================================================', 'Jiwan', 'Lal', 'Agrawal', 'Son', 'of', 'Sri', 'Biseshwar', 'Lal', 'Agrawal,', 'resident', 'of', 'Village', '+', 'P.O.-', 'Mahadevpur,', 'P.S.-', 'Pranpur,', 'District-', 'Katihar.', '....', '....', 'Petitioner/s', 'Versus', '1.', 'Indian', 'Oil', 'Corporation', 'Ltd.', 'Corporate', 'Office,', 'Lot', 'No.', '3079/3', 'Sadia', 'Nagar,', 'J.B.', 'Tito', 'Marg,', 'New', 'Delhi-110049', 'through', 'its', 'Chairman.', '2.', 'The', 'Chairman,', 'Indian', 'Oil', 'Corporation', 'Ltd.,', 'Corporate', 'Office,', 'Lot', 'No.', '3079/3,', 'New', 'Delhi-110049.', '3.', 'The', 'Director', '(Marketing),', 'Indian', 'Oil', 'Corporation', 'Ltd.', 'Indian', 'Oil', 'Bhawan,', 'G-9,', 'Patna', 'High', 'Court', 'Cwjc', 'No.7321', 'of', '2015', 'dt.18-09-2017', '2', 'Aliyavar', 'Jung', 'Marg,', 'Bandar', '(East),', 'Mumbai-', '400051.', '4.', 'The', 'General', 'Manager,', 'Indian', 'Oil', 'Corporation', 'Ltd.', '(Marketing', 'Division),', 'Bihar', 'State', 'Office,', 'Lok', 'Nayak', 'Jaiprakash', 'Bhawan,', '5th', 'Floor,', 'Dak', 'Bunglow', 'Chowk,', 'Patna-800001.', '5.', 'The', 'Chief', 'Manager', '(R.S.),', 'Indian', 'Oil', 'Corporation', 'Ltd.', 'Bihar', 'State', 'Office,', 'Lok', 'Nayak', 'Jai', 'Prakash', 'Bhawan', '5th,', 'Floor,', 'Dak', 'Banglow', 'Chowk,', 'Patna.', '6.', 'The', 'Senior', 'Divisional', 'Sales', 'Manager,', 'Indian', 'Oil', 'Corporation', 'Ltd.(Marketing', 'Division),', 'Begusarai', 'Divisional', 'office,', 'P.O.-', 'Barauni', 'Oil', 'Refinary,', 'District-', 'Begusarai', '(Bihar).', '7.', 'The', 'Manager', '(Reginary', 'Coordination),', 'Barauni', 'Marketing', 'Terminal,', 'Indian', 'Oil', 'Corporation', 'Ltd.(Marketing', 'Division),', 'Begusarai', '(Bihar).', '8.', 'The', 'Circle', 'Officer,', 'Bihar,', 'Patna.', '9.', 'Binod', 'Kumar', 'Gupta', 'Son', 'of', 'not', 'known,', 'resident', 'of', 'Village', '+', 'P.O.', 'Mahadevpur,', 'P.S.-', 'Pranpur,', 'District-', 'Katihar.', '10.', 'Rakesh', 'Kumar', 'Sah', 'Son', 'of', 'Gajendra', 'Prasad', 'Sah,', 'resident', 'of', 'Roshana', 'Bazar,', 'P.O.', '+', 'P.S.-', 'Pranpur,', 'District-', 'Katihar', '....', '....', 'Respondent/s', '===========================================================', 'Appearance', ':', '(In', 'Cwjc', 'No.7321', 'of', '2015)', 'For', 'the', 'Petitioner/s', ':', 'Mr.', 'Sanjeev', 'Kumar', 'Mishra,', 'Adv.', 'Mr.', 'Piyush', 'Saurav,', 'Adv.', 'For', 'the', 'Iocl', ':', 'Mr.', 'Anil', 'Kumar', 'Jha,', 'Sr.', 'Adv.', 'Mr.', 'Sanat', 'Kr.', 'Misha,', 'Adv.', 'For', 'the', 'Resp.', 'No.14', ':', 'Mr.', 'Dhirendra', 'Kr.', 'Jha,', 'Adv.', 'Mr.', 'Jibendra', 'Mishra,', 'Adv.', 'For', 'the', 'Resp.', 'No.15', ':', 'Mr.', 'Bhola', 'Prasad,', 'Adv.', 'Mr.', 'Mukesh', 'Kr.', 'Jha,', 'Adv.', 'Mr.', 'Rajendra', 'Narayan,', 'Adv.', 'For', 'the', 'State', ':', 'Mr.', 'S.S.', 'Prasad-', 'Sc8', 'Mr.', 'Sanjay', 'Kumar,', 'Ac', 'to', 'Sc-8', '(In', 'Cwjc', 'No.9456', 'of', '2015)', 'For', 'the', 'Petitioner/s', ':', 'Mr.', 'Rajendra', 'Narayan,', 'Sr.', 'Adv.', 'Mr.', 'Mukesh', 'Kr.', 'Jha,', 'Adv.', 'Mr.', 'Bhola', 'Prasad,', 'Adv.', 'For', 'Ioc', ':', 'Mr.', 'Anil', 'Kumar', 'Sinha,', 'Adv.', 'Mr.', 'Amlesh', 'Kumar', 'Verma,', 'Adv.', 'For', 'the', 'Resp.', 'No.', '9', ':', 'Mr.', 'Dhirendra', 'Kr.', 'Jha,', 'Adv.', 'For', 'the', 'State', ':', 'Mr.', 'Binay', 'Kumar,', 'Ac', 'to', 'Sc-10', '===========================================================', 'Coram:', 'Honourable', 'Mr.', 'Justice', 'Shivaji', 'Pandey', 'Oral', 'Judgment']"
